Order ID,Order Status,Category Name,SKU,Customization Group,Customization Option,Quantity,Unit Price,Cost Price,Total Cost Price,Total Price,Order Total,Sub Total,Tax,Delivery Charge,Tip,Discount,Remaining Balance,Payment Method,Additional Charge,Taxable Amount,Transaction ID,Currency Symbol,Transaction Status,Promo Code,Customer ID,Merchant ID,Description,Distance (in km),Order Time,Pickup Time,Delivery Time,Ratings,Reviews,Merchant Earning,Commission Amount,Commission Payout Status,Order Preparation Time,Redeemed Loyalty Points,Consumed Loyalty Points,Cancellation Reason,Flat Discount,Checkout Template Name,Checkout Template Value
11260514,COMPLETED,Flour & Sugar,KNFS0001,,,6,20850,20370,122220,125100,124825,125425,-,-,-,-,0,CASH,-,-,0,₦,,,4126566,1048159,,11995.09,2022-02-17T09:25:01.000Z,2022-02-17T09:22:33.000Z,2022-02-17T11:00:00.000Z,,,,,,0,120,250,,0,-,-
11260514,COMPLETED,Spreads,KNSP2001,,,1,325,300,300,325,124825,125425,-,-,-,-,0,CASH,-,-,0,₦,,,4126566,1048159,,11995.09,2022-02-17T09:25:01.000Z,2022-02-17T09:22:33.000Z,2022-02-17T11:00:00.000Z,,,,,,0,120,250,,0,-,-
11260497,CANCELLED,Noodles & Spaghetti,KNNO1102,,,1,6700,6350,6350,6700,131600,131800,-,-,-,-,0,CASH,-,-,0,₦,,,4126566,1048159,,11995.09,2022-02-17T09:23:41.000Z,2022-02-17T09:24:29.000Z,2022-02-17T11:00:00.000Z,,,,,,0,40,-,,0,-,-
11260497,CANCELLED,Flour & Sugar,KNFS0001,,,6,20850,20370,122220,125100,131600,131800,-,-,-,-,0,CASH,-,-,0,₦,,,4126566,1048159,,11995.09,2022-02-17T09:23:41.000Z,2022-02-17T09:24:29.000Z,2022-02-17T11:00:00.000Z,,,,,,0,40,-,,0,-,-
11260478,COMPLETED,Flour & Sugar,KNFS0001,,,3,20850,20370,61110,62550,69050,69250,-,-,-,-,0,CASH,-,-,0,₦,,,4154054,1048159,,11994.94,2022-02-17T09:21:42.000Z,2022-02-17T09:22:30.000Z,2022-02-17T11:00:00.000Z,,,,,,0,40,138,,0,-,-
11260478,COMPLETED,Noodles & Spaghetti,KNNO1102,,,1,6700,6350,6350,6700,69050,69250,-,-,-,-,0,CASH,-,-,0,₦,,,4154054,1048159,,11994.94,2022-02-17T09:21:42.000Z,2022-02-17T09:22:30.000Z,2022-02-17T11:00:00.000Z,,,,,,0,40,138,,0,-,-
11260443,COMPLETED,Flour & Sugar,KNFS0201,,,2,20950,20500,41000,41900,69900,70400,-,-,-,-,0,CASH,-,-,0,₦,,,4424173,1048159,,11995.22,2022-02-17T09:19:11.000Z,2022-02-17T09:19:59.000Z,2022-02-17T11:00:00.000Z,,,,,,0,100,140,,0,-,-
11260443,COMPLETED,Cooking Fat & Oil,KNCO0002,,,1,28500,28000,28000,28500,69900,70400,-,-,-,-,0,CASH,-,-,0,₦,,,4424173,1048159,,11995.22,2022-02-17T09:19:11.000Z,2022-02-17T09:19:59.000Z,2022-02-17T11:00:00.000Z,,,,,,0,100,140,,0,-,-
11255615,ORDERED,Packaging,KNPT0110,,,1,7150,6500,6500,7150,7700,7700,-,-,-,-,0,CASH,-,-,0,₦,,,5186649,1048159,,11995.89,2022-02-16T22:39:44.000Z,2022-02-16T22:40:44.000Z,2022-02-17T11:00:00.000Z,,,,,,0,-,-,,0,-,-
11255615,ORDERED,Packaging,KNPT0001,,,1,550,500,500,550,7700,7700,-,-,-,-,0,CASH,-,-,0,₦,,,5186649,1048159,,11995.89,2022-02-16T22:39:44.000Z,2022-02-16T22:40:44.000Z,2022-02-17T11:00:00.000Z,,,,,,0,-,-,,0,-,-
11255438,CANCELLED,Flour & Sugar,KNFS1200,,,1,22100,21850,21850,22100,23200,23200,-,-,-,-,0,CASH,-,-,0,₦,,,4568447,1048159,,11995.71,2022-02-16T22:15:23.000Z,2022-02-16T22:12:55.000Z,2022-02-17T09:00:00.000Z,,,,,,0,-,-,,0,-,-
11255438,CANCELLED,Flour & Sugar,KNFS1202,,,1,1100,1000,1000,1100,23200,23200,-,-,-,-,0,CASH,-,-,0,₦,,,4568447,1048159,,11995.71,2022-02-16T22:15:23.000Z,2022-02-16T22:12:55.000Z,2022-02-17T09:00:00.000Z,,,,,,0,-,-,,0,-,-
11255415,ORDERED,Flour & Sugar,KNFS0001,,,3,20850,20370,61110,62550,63650,63650,-,-,-,-,0,CASH,-,-,0,₦,,,4566187,1048159,,11996.18,2022-02-16T22:12:44.000Z,2022-02-16T22:13:32.000Z,2022-02-17T07:00:00.000Z,,,,,,0,-,-,,0,-,-
11255415,ORDERED,Flour & Sugar,KNFS1202,,,1,1100,1000,1000,1100,63650,63650,-,-,-,-,0,CASH,-,-,0,₦,,,4566187,1048159,,11996.18,2022-02-16T22:12:44.000Z,2022-02-16T22:13:32.000Z,2022-02-17T07:00:00.000Z,,,,,,0,-,-,,0,-,-
11254482,COMPLETED,Flour & Sugar,KNFS0001,,,4,20850,20370,81480,83400,83725,83725,-,-,-,-,0,CASH,-,-,0,₦,,,4260184,1048159,,11994.24,2022-02-16T20:23:27.000Z,2022-02-16T20:24:27.000Z,2022-02-17T07:00:00.000Z,,,,,,0,-,167,,0,-,-
11254482,COMPLETED,Spreads,KNSP2001,,,1,325,300,300,325,83725,83725,-,-,-,-,0,CASH,-,-,0,₦,,,4260184,1048159,,11994.24,2022-02-16T20:23:27.000Z,2022-02-16T20:24:27.000Z,2022-02-17T07:00:00.000Z,,,,,,0,-,167,,0,-,-
11246125,COMPLETED,Flour & Sugar,KNFS0001,,,10,20850,20370,203700,208500,208500,208500,-,-,-,-,0,CASH,-,-,0,₦,,,4301584,1048159,,11995.26,2022-02-16T12:03:25.000Z,2022-02-16T12:04:13.000Z,2022-02-16T13:00:00.000Z,,,,,,0,-,417,,0,-,-
11246115,COMPLETED,Flour & Sugar,KNFS0001,,,2,20850,20370,40740,41700,64400,64400,-,-,-,-,0,CASH,-,-,0,₦,,,4123895,1048159,,11996.55,2022-02-16T12:02:42.000Z,2022-02-16T12:00:14.000Z,2022-02-16T15:00:00.000Z,,,,,,0,-,128,,0,-,-
11246115,COMPLETED,Flour & Sugar,KNFS1101,,,1,22700,21900,21900,22700,64400,64400,-,-,-,-,0,CASH,-,-,0,₦,,,4123895,1048159,,11996.55,2022-02-16T12:02:42.000Z,2022-02-16T12:00:14.000Z,2022-02-16T15:00:00.000Z,,,,,,0,-,128,,0,-,-
11245848,COMPLETED,Flour & Sugar,KNFS0201,,,1,20950,20500,20500,20950,21925,21925,-,-,-,-,0,CASH,-,-,0,₦,,,4081298,1048159,,11987.25,2022-02-16T11:41:59.000Z,2022-02-16T11:42:59.000Z,2022-02-16T15:00:00.000Z,,,,,,0,-,43,,0,-,-
11245848,COMPLETED,Spreads,KNSP2001,,,3,325,300,900,975,21925,21925,-,-,-,-,0,CASH,-,-,0,₦,,,4081298,1048159,,11987.25,2022-02-16T11:41:59.000Z,2022-02-16T11:42:59.000Z,2022-02-16T15:00:00.000Z,,,,,,0,-,43,,0,-,-
11245825,COMPLETED,Rice & Cereals,KNRC0802,,,1,38000,35000,35000,38000,43500,43500,-,-,-,-,0,CASH,-,-,0,₦,,,4588145,1048159,null,12006.82,2022-02-16T11:40:50.000Z,2022-02-16T11:41:38.000Z,2022-02-16T13:00:00.000Z,,,,,,0,-,87,,0,-,-
11245825,COMPLETED,Packaging,KNPT0001,,,10,550,500,5000,5500,43500,43500,-,-,-,-,0,CASH,-,-,0,₦,,,4588145,1048159,null,12006.82,2022-02-16T11:40:50.000Z,2022-02-16T11:41:38.000Z,2022-02-16T13:00:00.000Z,,,,,,0,-,87,,0,-,-
11245352,COMPLETED,Flour & Sugar,KNFS0003,,,1,2100,2050,2050,2100,2100,2100,-,-,-,-,0,CASH,-,-,0,₦,,,5184379,1048159,,11996.52,2022-02-16T11:01:11.000Z,2022-02-16T11:01:59.000Z,2022-02-16T15:00:00.000Z,,,,,,0,-,-,,0,-,-
11245022,COMPLETED,Flour & Sugar,KNFS0001,,,3,20850,20370,61110,62550,62875,62875,-,-,-,-,0,CASH,-,-,0,₦,,,4568447,1048159,,11995.71,2022-02-16T10:32:25.000Z,2022-02-16T10:29:57.000Z,2022-02-16T11:00:00.000Z,,,,,,0,-,125,,0,-,-
11245022,COMPLETED,Spreads,KNSP2001,,,1,325,300,300,325,62875,62875,-,-,-,-,0,CASH,-,-,0,₦,,,4568447,1048159,,11995.71,2022-02-16T10:32:25.000Z,2022-02-16T10:29:57.000Z,2022-02-16T11:00:00.000Z,,,,,,0,-,125,,0,-,-
11244782,COMPLETED,Flour & Sugar,KNFS1200,,,1,22100,21850,21850,22100,53703,52650,-,-,-,-,0,Pay Later,-,-,0,₦,,,4425055,1048159,,11992.53,2022-02-16T10:10:25.000Z,2022-02-16T10:11:13.000Z,2022-02-16T11:00:00.000Z,,,,,,0,-,105,,0,-,-
11244782,COMPLETED,Cooking Fat & Oil,KNCO0101,,,1,26050,24800,24800,26050,53703,52650,-,-,-,-,0,Pay Later,-,-,0,₦,,,4425055,1048159,,11992.53,2022-02-16T10:10:25.000Z,2022-02-16T10:11:13.000Z,2022-02-16T11:00:00.000Z,,,,,,0,-,105,,0,-,-
11244782,COMPLETED,Cooking Fat & Oil,KNCO0208,,,1,4500,4000,4000,4500,53703,52650,-,-,-,-,0,Pay Later,-,-,0,₦,,,4425055,1048159,,11992.53,2022-02-16T10:10:25.000Z,2022-02-16T10:11:13.000Z,2022-02-16T11:00:00.000Z,,,,,,0,-,105,,0,-,-
11244552,COMPLETED,Flour & Sugar,KNFS0001,,,4,20850,20370,81480,83400,105900,106100,-,-,-,-,0,CASH,-,-,0,₦,,,4417949,1048159,,11996.04,2022-02-16T09:51:09.000Z,2022-02-16T09:48:41.000Z,2022-02-16T13:00:00.000Z,,,,,,0,40,212,,0,-,-
11244552,COMPLETED,Flour & Sugar,KNFS1101,,,1,22700,21900,21900,22700,105900,106100,-,-,-,-,0,CASH,-,-,0,₦,,,4417949,1048159,,11996.04,2022-02-16T09:51:09.000Z,2022-02-16T09:48:41.000Z,2022-02-16T13:00:00.000Z,,,,,,0,40,212,,0,-,-
11244443,CANCELLED,Rice & Cereals,KNRC0802,,,1,38000,35000,35000,38000,38000,38000,-,-,-,-,0,CASH,-,-,0,₦,,,4588145,1048159,null,12006.82,2022-02-16T09:42:41.000Z,2022-02-16T09:40:13.000Z,2022-02-16T13:00:00.000Z,,,,,,0,-,-,,0,-,-
11243643,CANCELLED,Flour & Sugar,KNFS0001,,,4,20850,20370,81480,83400,84050,84050,-,-,-,-,0,CASH,-,-,0,₦,,,4417949,1048159,,11996.04,2022-02-16T08:34:36.000Z,2022-02-16T08:35:24.000Z,2022-02-16T13:00:00.000Z,,,,,,0,-,-,,0,-,-
11243643,CANCELLED,Spreads,KNSP2001,,,2,325,300,600,650,84050,84050,-,-,-,-,0,CASH,-,-,0,₦,,,4417949,1048159,,11996.04,2022-02-16T08:34:36.000Z,2022-02-16T08:35:24.000Z,2022-02-16T13:00:00.000Z,,,,,,0,-,-,,0,-,-
11243541,COMPLETED,Spreads,KNSP2001,,,1,325,300,300,325,42025,42025,-,-,-,-,0,CASH,-,-,0,₦,,,4220762,1048159,,11996.55,2022-02-16T08:25:50.000Z,2022-02-16T08:26:38.000Z,2022-02-16T11:00:00.000Z,,,,,,0,-,84,,0,-,-
11243541,COMPLETED,Flour & Sugar,KNFS0001,,,2,20850,20370,40740,41700,42025,42025,-,-,-,-,0,CASH,-,-,0,₦,,,4220762,1048159,,11996.55,2022-02-16T08:25:50.000Z,2022-02-16T08:26:38.000Z,2022-02-16T11:00:00.000Z,,,,,,0,-,84,,0,-,-
11243476,COMPLETED,Flour & Sugar,KNFS0201,,,10,20950,20500,205000,209500,211250,212250,-,-,-,-,0,CASH,-,-,0,₦,,,4479754,1048159,,12000.3,2022-02-16T08:21:28.000Z,2022-02-16T08:22:16.000Z,2022-02-16T13:00:00.000Z,,,,,,0,200,424,,0,-,-
11243476,COMPLETED,Flour & Sugar,KNFS0302,,,1,2750,2650,2650,2750,211250,212250,-,-,-,-,0,CASH,-,-,0,₦,,,4479754,1048159,,12000.3,2022-02-16T08:21:28.000Z,2022-02-16T08:22:16.000Z,2022-02-16T13:00:00.000Z,,,,,,0,200,424,,0,-,-
11243306,COMPLETED,Flour & Sugar,KNFS0001,,,4,20850,20370,81480,83400,85650,86150,-,-,-,-,0,CASH,-,-,0,₦,,,4555840,1048159,,11994.94,2022-02-16T08:07:36.000Z,2022-02-16T08:08:23.000Z,2022-02-16T11:00:00.000Z,,,,,,0,100,172,,0,-,-
11243306,COMPLETED,Flour & Sugar,KNFS0302,,,1,2750,2650,2650,2750,85650,86150,-,-,-,-,0,CASH,-,-,0,₦,,,4555840,1048159,,11994.94,2022-02-16T08:07:36.000Z,2022-02-16T08:08:23.000Z,2022-02-16T11:00:00.000Z,,,,,,0,100,172,,0,-,-
11243272,COMPLETED,Flour & Sugar,KNFS0001,,,6,20850,20370,122220,125100,127400,127850,-,-,-,-,0,CASH,-,-,0,₦,,,4126566,1048159,,11995.09,2022-02-16T08:04:58.000Z,2022-02-16T08:05:46.000Z,2022-02-16T11:00:00.000Z,,,,,,0,90,255,,0,-,-
11243272,COMPLETED,Flour & Sugar,KNFS0302,,,1,2750,2650,2650,2750,127400,127850,-,-,-,-,0,CASH,-,-,0,₦,,,4126566,1048159,,11995.09,2022-02-16T08:04:58.000Z,2022-02-16T08:05:46.000Z,2022-02-16T11:00:00.000Z,,,,,,0,90,255,,0,-,-
11243218,COMPLETED,Flour & Sugar,KNFS0001,,,20,20850,20370,407400,417000,461400,462400,-,-,-,-,0,CASH,-,-,0,₦,,,4143220,1048159,,11995.87,2022-02-16T08:00:25.000Z,2022-02-16T08:01:12.000Z,2022-02-16T11:00:00.000Z,,,,,,0,200,924,,0,-,-
11243218,COMPLETED,Flour & Sugar,KNFS1101,,,2,22700,21900,43800,45400,461400,462400,-,-,-,-,0,CASH,-,-,0,₦,,,4143220,1048159,,11995.87,2022-02-16T08:00:25.000Z,2022-02-16T08:01:12.000Z,2022-02-16T11:00:00.000Z,,,,,,0,200,924,,0,-,-
11243207,COMPLETED,Flour & Sugar,KNFS1101,,,2,22700,21900,43800,45400,45725,45725,-,-,-,-,0,CASH,-,-,0,₦,,,4606422,1048159,,11995.84,2022-02-16T07:59:36.000Z,2022-02-16T08:00:35.000Z,2022-02-16T13:00:00.000Z,,,,,,0,-,91,,0,-,-
11243207,COMPLETED,Spreads,KNSP2001,,,1,325,300,300,325,45725,45725,-,-,-,-,0,CASH,-,-,0,₦,,,4606422,1048159,,11995.84,2022-02-16T07:59:36.000Z,2022-02-16T08:00:35.000Z,2022-02-16T13:00:00.000Z,,,,,,0,-,91,,0,-,-
11243072,COMPLETED,Flour & Sugar,KNFS0001,,,3,20850,20370,61110,62550,62875,62875,-,-,-,-,0,CASH,-,-,0,₦,,,4154054,1048159,,11994.94,2022-02-16T07:49:23.000Z,2022-02-16T07:46:55.000Z,2022-02-16T11:00:00.000Z,,,,,,0,-,125,,0,-,-
11243072,COMPLETED,Spreads,KNSP2001,,,1,325,300,300,325,62875,62875,-,-,-,-,0,CASH,-,-,0,₦,,,4154054,1048159,,11994.94,2022-02-16T07:49:23.000Z,2022-02-16T07:46:55.000Z,2022-02-16T11:00:00.000Z,,,,,,0,-,125,,0,-,-
11243011,COMPLETED,Flour & Sugar,KNFS0201,,,1,20950,20500,20500,20950,43650,43650,-,-,-,-,0,CASH,-,-,0,₦,,,4424173,1048159,,11995.22,2022-02-16T07:43:37.000Z,2022-02-16T07:41:09.000Z,2022-02-16T11:00:00.000Z,,,,,,0,-,87,,0,-,-
11243011,COMPLETED,Flour & Sugar,KNFS1101,,,1,22700,21900,21900,22700,43650,43650,-,-,-,-,0,CASH,-,-,0,₦,,,4424173,1048159,,11995.22,2022-02-16T07:43:37.000Z,2022-02-16T07:41:09.000Z,2022-02-16T11:00:00.000Z,,,,,,0,-,87,,0,-,-
11242908,CANCELLED,Flour & Sugar,KNFS0201,,,6,20950,20500,123000,125700,192850,193450,-,-,-,-,0,CASH,-,-,0,₦,,,4433502,1048159,,11996.04,2022-02-16T07:32:59.000Z,2022-02-16T07:33:47.000Z,2022-02-16T09:00:00.000Z,,,,,,0,120,-,,0,-,-
11242908,CANCELLED,Flour & Sugar,KNFS0001,,,3,20850,20370,61110,62550,192850,193450,-,-,-,-,0,CASH,-,-,0,₦,,,4433502,1048159,,11996.04,2022-02-16T07:32:59.000Z,2022-02-16T07:33:47.000Z,2022-02-16T09:00:00.000Z,,,,,,0,120,-,,0,-,-
11242908,CANCELLED,Cooking Fat & Oil,KNCO0105,,,1,5200,4960,4960,5200,192850,193450,-,-,-,-,0,CASH,-,-,0,₦,,,4433502,1048159,,11996.04,2022-02-16T07:32:59.000Z,2022-02-16T07:33:47.000Z,2022-02-16T09:00:00.000Z,,,,,,0,120,-,,0,-,-
11242845,COMPLETED,Flour & Sugar,KNFS0001,,,20,20850,20370,407400,417000,416325,417325,-,-,-,-,0,CASH,-,-,0,₦,,,4504154,1048159,,11995.81,2022-02-16T07:26:03.000Z,2022-02-16T07:26:50.000Z,2022-02-16T11:00:00.000Z,,,,,,0,200,834,,0,-,-
11242845,COMPLETED,Spreads,KNSP2001,,,1,325,300,300,325,416325,417325,-,-,-,-,0,CASH,-,-,0,₦,,,4504154,1048159,,11995.81,2022-02-16T07:26:03.000Z,2022-02-16T07:26:50.000Z,2022-02-16T11:00:00.000Z,,,,,,0,200,834,,0,-,-
11239168,COMPLETED,Flour & Sugar,KNFS0201,,,4,20950,20500,82000,83800,88400,89000,-,-,-,-,0,CASH,-,-,0,₦,,,4433502,1048159,,11996.04,2022-02-15T22:39:04.000Z,2022-02-15T22:40:04.000Z,2022-02-16T07:00:00.000Z,,,,,,0,120,178,,0,-,-
11239168,COMPLETED,Cooking Fat & Oil,KNCO0105,,,1,5200,4960,4960,5200,88400,89000,-,-,-,-,0,CASH,-,-,0,₦,,,4433502,1048159,,11996.04,2022-02-15T22:39:04.000Z,2022-02-15T22:40:04.000Z,2022-02-16T07:00:00.000Z,,,,,,0,120,178,,0,-,-
11239073,CANCELLED,Flour & Sugar,KNFS0001,,,3,20850,20370,61110,62550,65850,65850,-,-,-,-,0,CASH,-,-,0,₦,,,4568447,1048159,,11995.71,2022-02-15T22:28:38.000Z,2022-02-15T22:29:38.000Z,2022-02-16T09:00:00.000Z,,,,,,0,-,-,,0,-,-
11239073,CANCELLED,Noodles & Spaghetti,KNNO0004,,,1,3300,3000,3000,3300,65850,65850,-,-,-,-,0,CASH,-,-,0,₦,,,4568447,1048159,,11995.71,2022-02-15T22:28:38.000Z,2022-02-15T22:29:38.000Z,2022-02-16T09:00:00.000Z,,,,,,0,-,-,,0,-,-
11238209,COMPLETED,Flour & Sugar,KNFS1202,,,2,1100,1000,2000,2200,104100,104100,-,-,-,-,0,CASH,-,-,0,₦,,,4580034,1048159,,11998.28,2022-02-15T20:59:54.000Z,2022-02-15T21:00:53.000Z,2022-02-16T09:00:00.000Z,,,,,,0,-,208,,0,-,-
11238209,COMPLETED,Spreads,KNSP0001,,,1,18500,17000,17000,18500,104100,104100,-,-,-,-,0,CASH,-,-,0,₦,,,4580034,1048159,,11998.28,2022-02-15T20:59:54.000Z,2022-02-15T21:00:53.000Z,2022-02-16T09:00:00.000Z,,,,,,0,-,208,,0,-,-
11238209,COMPLETED,Flour & Sugar,KNFS0001,,,4,20850,20370,81480,83400,104100,104100,-,-,-,-,0,CASH,-,-,0,₦,,,4580034,1048159,,11998.28,2022-02-15T20:59:54.000Z,2022-02-15T21:00:53.000Z,2022-02-16T09:00:00.000Z,,,,,,0,-,208,,0,-,-
11234830,COMPLETED,Flour & Sugar,KNFS0201,,,60,20950,20500,1230000,1257000,1252000,1257000,-,-,-,-,0,CASH,-,-,0,₦,,,4505688,1048159,,11993.36,2022-02-15T17:22:07.000Z,2022-02-15T17:19:40.000Z,2022-02-15T19:00:00.000Z,,,,,,0,1000,2514,,0,-,-
11226868,COMPLETED,Cooking Fat & Oil,KNCO0208,,,1,4500,4000,4000,4500,15500,15500,-,-,-,-,0,CASH,-,-,0,₦,,,4658022,1048159,null,12006.82,2022-02-15T08:52:15.000Z,2022-02-15T08:49:47.000Z,2022-02-15T13:00:00.000Z,,,,,,0,-,31,,0,-,-
11226868,COMPLETED,Flour & Sugar,KNFS5000,,,10,1100,1000,10000,11000,15500,15500,-,-,-,-,0,CASH,-,-,0,₦,,,4658022,1048159,null,12006.82,2022-02-15T08:52:15.000Z,2022-02-15T08:49:47.000Z,2022-02-15T13:00:00.000Z,,,,,,0,-,31,,0,-,-
11226850,COMPLETED,Beverages,KNBE0001,,,2,6600,6000,12000,13200,65400,65400,-,-,-,-,0,CASH,-,-,0,₦,,,4588145,1048159,null,12006.82,2022-02-15T08:49:56.000Z,2022-02-15T08:50:43.000Z,2022-02-15T13:00:00.000Z,,,,,,0,-,130,,0,-,-
11226850,COMPLETED,Spreads,KNSP1701,,,2,19500,19000,38000,39000,65400,65400,-,-,-,-,0,CASH,-,-,0,₦,,,4588145,1048159,null,12006.82,2022-02-15T08:49:56.000Z,2022-02-15T08:50:43.000Z,2022-02-15T13:00:00.000Z,,,,,,0,-,130,,0,-,-
11226850,COMPLETED,Beverages,KNBE0003,,,1,6600,6000,6000,6600,65400,65400,-,-,-,-,0,CASH,-,-,0,₦,,,4588145,1048159,null,12006.82,2022-02-15T08:49:56.000Z,2022-02-15T08:50:43.000Z,2022-02-15T13:00:00.000Z,,,,,,0,-,130,,0,-,-
