Customer ID,Last Used Platform,Is Blocked,Created At,Language,Outstanding Amount,Loyalty Points,Number of employees,Number of Employees
3385752,WEB,0,2021-04-24T09:58:45.000Z,en,0,25,,
3405414,WEB,0,2021-04-27T09:32:14.000Z,en,0,0,,
3406646,WEB,0,2021-04-27T13:42:26.000Z,en,0,12,,
3407056,WEB,0,2021-04-27T14:57:03.000Z,en,0,0,,
3408772,WEB,0,2021-04-27T21:16:08.000Z,en,0,0,,
3411458,WEB,0,2021-04-28T08:09:14.000Z,en,0,0,,
3411550,WEB,0,2021-04-28T08:28:07.000Z,en,0,0,,
3411830,WEB,0,2021-04-28T09:30:33.000Z,en,0,16,,
3412049,WEB,0,2021-04-28T10:18:45.000Z,en,0,3,,
3412146,WEB,0,2021-04-28T10:37:04.000Z,en,0,0,,
3412508,WEB,0,2021-04-28T11:56:22.000Z,en,0,1,,
3412536,WEB,0,2021-04-28T12:00:37.000Z,en,0,0,,
3412876,WEB,0,2021-04-28T12:54:06.000Z,en,0,1,,
3412963,WEB,0,2021-04-28T13:06:19.000Z,en,0,2,,
3413046,WEB,0,2021-04-28T13:19:26.000Z,en,0,17,,
3413445,WEB,0,2021-04-28T14:21:59.000Z,en,0,0,,
3414703,WEB,0,2021-04-28T17:56:59.000Z,en,0,0,,
3417088,WEB,0,2021-04-29T06:27:27.000Z,en,0,84,,
3417198,WEB,0,2021-04-29T06:53:09.000Z,en,0,1,,
3417637,WEB,0,2021-04-29T08:33:59.000Z,en,0,0,,
3418374,WEB,0,2021-04-29T11:16:31.000Z,en,0,9,,
3418548,WEB,0,2021-04-29T11:51:52.000Z,en,0,7,,
3418834,WEB,0,2021-04-29T12:44:48.000Z,en,0,1,,
3423390,WEB,0,2021-04-30T04:52:10.000Z,en,0,5,,
3423728,WEB,0,2021-04-30T06:37:14.000Z,en,0,0,,
3424135,WEB,0,2021-04-30T08:11:14.000Z,en,0,0,,
3424246,WEB,0,2021-04-30T08:37:52.000Z,en,0,22,,
3424669,WEB,0,2021-04-30T10:05:50.000Z,en,0,1,,
3425123,WEB,0,2021-04-30T11:33:43.000Z,en,0,0,,
3425218,WEB,0,2021-04-30T11:52:13.000Z,en,0,7,,
3425261,WEB,0,2021-04-30T11:59:55.000Z,en,0,0,,
3426348,WEB,0,2021-04-30T14:46:53.000Z,en,0,0,,
3440041,WEB,0,2021-05-02T15:13:53.000Z,en,0,1,,
3444058,WEB,0,2021-05-03T07:39:00.000Z,en,0,5,,
3444996,WEB,0,2021-05-03T10:48:51.000Z,en,0,2,,
3452400,WEB,0,2021-05-04T13:25:44.000Z,en,0,3,,
3452788,WEB,0,2021-05-04T14:17:41.000Z,en,0,18,,
3453128,WEB,0,2021-05-04T15:14:43.000Z,en,0,25,,
3456744,WEB,0,2021-05-05T08:56:18.000Z,en,0,7,,
3457559,WEB,0,2021-05-05T11:28:37.000Z,en,0,28,4.0,
3457697,WEB,0,2021-05-05T11:52:30.000Z,en,0,0,,
3458370,WEB,0,2021-05-05T13:45:04.000Z,en,0,0,,
3458446,WEB,0,2021-05-05T13:57:34.000Z,en,0,0,,
3458785,WEB,0,2021-05-05T14:48:15.000Z,en,0,6,,
3458946,WEB,0,2021-05-05T15:20:54.000Z,en,0,3,,
3460340,WEB,0,2021-05-05T21:02:50.000Z,en,0,0,,
3461836,WEB,0,2021-05-06T06:14:43.000Z,en,0,7,,
3465905,WEB,0,2021-05-06T11:52:23.000Z,en,0,4,,
3466188,WEB,0,2021-05-06T12:45:05.000Z,en,0,2,,
3466208,WEB,0,2021-05-06T12:48:27.000Z,en,0,63,,
3466478,WEB,0,2021-05-06T13:33:43.000Z,en,0,2,,
3467452,WEB,0,2021-05-06T16:22:50.000Z,en,0,157,,
3471476,WEB,0,2021-05-07T09:39:25.000Z,en,0,6,,
3471716,WEB,0,2021-05-07T10:19:11.000Z,en,0,1,,
3471956,WEB,0,2021-05-07T11:00:31.000Z,en,0,1,,
3472076,WEB,0,2021-05-07T11:21:17.000Z,en,0,1,,
3472118,WEB,0,2021-05-07T11:28:07.000Z,en,0,107,,
3472461,WEB,0,2021-05-07T12:00:45.000Z,en,0,1,,
3474079,WEB,0,2021-05-07T14:21:42.000Z,en,0,2,,
3474370,WEB,0,2021-05-07T14:50:49.000Z,en,0,0,,
3474459,WEB,0,2021-05-07T15:01:52.000Z,en,0,44,,
3480548,WEB,0,2021-05-08T10:33:34.000Z,en,0,11,,
3501444,WEB,0,2021-05-11T07:15:00.000Z,en,0,0,,
3501651,WEB,0,2021-05-11T07:48:02.000Z,en,0,0,,
3501851,WEB,0,2021-05-11T08:22:53.000Z,en,0,13,,
3502006,WEB,0,2021-05-11T08:50:06.000Z,en,0,0,,
3502031,WEB,0,2021-05-11T08:56:02.000Z,en,0,6,5.0,
3503702,WEB,0,2021-05-11T13:22:44.000Z,en,0,42,,
3508318,WEB,0,2021-05-12T07:52:09.000Z,en,0,2,,
3510523,WEB,0,2021-05-12T11:13:22.000Z,en,0,1,,
3510541,WEB,0,2021-05-12T11:17:16.000Z,en,0,6,,
3516637,WEB,0,2021-05-13T08:12:11.000Z,en,0,3,,
3516842,WEB,0,2021-05-13T08:47:49.000Z,en,0,4,,
3517055,WEB,0,2021-05-13T09:31:16.000Z,en,0,121,,
3517080,WEB,0,2021-05-13T09:36:28.000Z,en,0,110,,
3517142,WEB,0,2021-05-13T09:46:05.000Z,en,0,167,,
3517535,WEB,0,2021-05-13T11:04:20.000Z,en,0,0,,
3517836,WEB,0,2021-05-13T11:50:31.000Z,en,0,0,,
3517939,WEB,0,2021-05-13T12:04:10.000Z,en,0,96,,
3518157,WEB,0,2021-05-13T12:40:07.000Z,en,0,0,,
3519514,WEB,0,2021-05-13T16:25:47.000Z,en,0,21,,
3520006,WEB,0,2021-05-13T17:58:40.000Z,en,0,0,,
3521522,WEB,0,2021-05-14T04:15:52.000Z,en,0,0,,
3523192,WEB,0,2021-05-14T10:24:48.000Z,en,0,0,,
3529250,WEB,0,2021-05-15T09:32:05.000Z,en,0,6,,
3538264,WEB,0,2021-05-16T15:57:38.000Z,en,0,8,,
3539211,WEB,0,2021-05-16T18:59:14.000Z,en,0,1,,
3541357,WEB,0,2021-05-17T06:53:24.000Z,en,0,1,,
3541477,WEB,0,2021-05-17T07:18:25.000Z,en,0,1,,
3542565,WEB,0,2021-05-17T11:05:51.000Z,en,0,0,,
3542586,WEB,0,2021-05-17T11:08:14.000Z,en,0,0,,
3544163,WEB,0,2021-05-17T15:26:37.000Z,en,0,0,,
3547388,WEB,0,2021-05-18T08:52:55.000Z,en,0,1,,
3547736,WEB,0,2021-05-18T10:09:34.000Z,en,0,3,,
3549348,WEB,0,2021-05-18T14:41:22.000Z,en,0,0,,
3549935,WEB,0,2021-05-18T16:32:33.000Z,en,0,36,,
3553019,WEB,0,2021-05-19T07:50:06.000Z,en,0,1,712411748.0,
3553109,WEB,0,2021-05-19T08:07:15.000Z,en,0,0,790448974.0,
3553157,WEB,0,2021-05-19T08:16:40.000Z,en,0,158,2.0,
3553938,WEB,0,2021-05-19T10:39:37.000Z,en,0,0,713131337.0,
3554524,WEB,0,2021-05-19T12:05:33.000Z,en,0,58,3.0,
3555153,WEB,0,2021-05-19T13:25:39.000Z,en,0,41,7.0,
3555286,WEB,0,2021-05-19T13:43:54.000Z,en,0,67,1.0,
3555490,WEB,0,2021-05-19T14:21:46.000Z,en,0,81,791404153.0,
3555966,WEB,0,2021-05-19T15:57:59.000Z,en,0,0,1.0,
3558643,WEB,0,2021-05-20T06:50:30.000Z,en,0,0,,
3559930,WEB,0,2021-05-20T10:37:41.000Z,en,0,0,3.0,
3624223,WEB,0,2021-05-20T14:38:58.000Z,en,0,5,2.0,
3624381,WEB,0,2021-05-20T15:09:32.000Z,en,0,7,2.0,
3625203,WEB,0,2021-05-20T17:50:16.000Z,en,0,0,,
3627912,WEB,0,2021-05-21T08:19:42.000Z,en,0,0,2.0,
3628184,WEB,0,2021-05-21T09:10:44.000Z,en,0,5,3.0,
3628541,WEB,0,2021-05-21T10:16:16.000Z,en,0,94,1.0,
3628690,WEB,0,2021-05-21T10:40:11.000Z,en,0,0,1.0,
3629175,WEB,0,2021-05-21T11:56:22.000Z,en,0,0,,
3629911,WEB,0,2021-05-21T13:48:37.000Z,en,0,41,5.0,
3629940,WEB,0,2021-05-21T13:53:21.000Z,en,0,0,,
3632518,WEB,0,2021-05-22T00:24:50.000Z,en,0,0,,
3633400,WEB,0,2021-05-22T05:51:21.000Z,en,0,0,,
3633545,WEB,0,2021-05-22T06:22:13.000Z,en,0,0,4.0,
3635632,WEB,0,2021-05-22T11:27:40.000Z,en,0,0,3.0,
3636098,WEB,0,2021-05-22T12:28:41.000Z,en,0,115,5.0,
3636918,WEB,0,2021-05-22T14:22:32.000Z,en,0,53,2.0,
3637191,WEB,0,2021-05-22T15:12:48.000Z,en,0,0,,
3647723,WEB,0,2021-05-24T09:29:33.000Z,en,0,1350,4.0,
3648386,WEB,0,2021-05-24T11:32:09.000Z,en,0,415,6.0,
3648474,WEB,0,2021-05-24T11:46:08.000Z,en,0,294,2.0,
3648607,WEB,0,2021-05-24T12:03:33.000Z,en,0,624,7.0,
3648704,WEB,0,2021-05-24T12:21:34.000Z,en,0,4,7.0,
3652277,WEB,0,2021-05-25T04:40:06.000Z,en,0,2,5.0,
3653071,WEB,0,2021-05-25T07:52:08.000Z,en,0,3,3.0,
3653191,WEB,0,2021-05-25T08:14:33.000Z,en,0,0,6.0,
3653258,WEB,0,2021-05-25T08:26:32.000Z,en,0,4,3.0,
3653261,WEB,0,2021-05-25T08:26:55.000Z,en,0,0,4.0,
3653550,WEB,0,2021-05-25T09:27:44.000Z,en,0,21,2.0,
3653751,WEB,0,2021-05-25T10:08:50.000Z,en,0,0,,
3653799,WEB,0,2021-05-25T10:18:18.000Z,en,0,0,2.0,
3653828,WEB,0,2021-05-25T10:25:12.000Z,en,0,0,,
3653840,WEB,0,2021-05-25T10:27:19.000Z,en,0,109,4.0,
3653847,WEB,0,2021-05-25T10:29:18.000Z,en,0,0,2.0,
3653913,WEB,0,2021-05-25T10:40:26.000Z,en,0,1,2.0,
3654978,WEB,0,2021-05-25T13:45:44.000Z,en,0,30,3.0,
3655098,WEB,0,2021-05-25T14:05:34.000Z,en,0,21,2.0,
3655491,WEB,0,2021-05-25T15:36:43.000Z,en,0,9,3.0,
3655577,WEB,0,2021-05-25T15:58:55.000Z,en,0,3,3.0,
3658173,WEB,0,2021-05-26T07:14:45.000Z,en,0,24,2.0,
3658437,WEB,0,2021-05-26T08:04:34.000Z,en,0,0,,
3658510,WEB,0,2021-05-26T08:22:44.000Z,en,0,1,3.0,
3658738,WEB,0,2021-05-26T09:05:31.000Z,en,0,0,4.0,
3658787,WEB,0,2021-05-26T09:15:37.000Z,en,0,0,4.0,
3658887,WEB,0,2021-05-26T09:35:06.000Z,en,0,0,,
3659062,WEB,0,2021-05-26T09:58:23.000Z,en,0,0,3.0,
3659617,WEB,0,2021-05-26T10:59:04.000Z,en,0,0,2.0,
3659716,WEB,0,2021-05-26T11:15:12.000Z,en,0,1,2.0,
3660106,WEB,0,2021-05-26T12:16:30.000Z,en,0,1,5.0,
3660771,WEB,0,2021-05-26T13:55:31.000Z,en,0,14,2.0,
3661486,WEB,0,2021-05-26T16:04:48.000Z,en,0,0,,
3661720,WEB,0,2021-05-26T16:54:26.000Z,en,0,32,3.0,
3661742,WEB,0,2021-05-26T17:00:17.000Z,en,0,0,,
3661786,WEB,0,2021-05-26T17:10:33.000Z,en,0,3,2.0,
3662310,WEB,0,2021-05-26T19:07:29.000Z,en,0,5,3.0,
3663588,WEB,0,2021-05-27T04:32:15.000Z,en,0,7,2.0,
3663635,WEB,0,2021-05-27T04:46:54.000Z,en,0,37,2.0,
3663912,WEB,0,2021-05-27T06:06:36.000Z,en,0,45,3.0,
3664126,WEB,0,2021-05-27T06:55:07.000Z,en,0,0,,
3664740,WEB,0,2021-05-27T09:01:43.000Z,en,0,91,2.0,
3664866,WEB,0,2021-05-27T09:30:38.000Z,en,0,41,3.0,
3665307,WEB,0,2021-05-27T10:53:44.000Z,en,0,45,2.0,
3665638,WEB,0,2021-05-27T11:52:14.000Z,en,0,0,1.0,
3665909,WEB,0,2021-05-27T12:34:31.000Z,en,0,0,3.0,
3665954,WEB,0,2021-05-27T12:38:57.000Z,en,0,0,3.0,
3666347,WEB,0,2021-05-27T13:28:48.000Z,en,0,73,2.0,
3666756,WEB,0,2021-05-27T14:31:53.000Z,en,0,0,727804167.0,
3669648,WEB,0,2021-05-28T05:06:50.000Z,en,0,70,2.0,
3669902,WEB,0,2021-05-28T06:21:40.000Z,en,0,0,8.0,
3670451,WEB,0,2021-05-28T08:03:56.000Z,en,0,0,2.0,
3670949,WEB,0,2021-05-28T09:35:58.000Z,en,0,9,3.0,
3671463,WEB,0,2021-05-28T11:08:05.000Z,en,0,1,1.0,
3671668,WEB,0,2021-05-28T11:43:02.000Z,en,0,51,2.0,
3671732,WEB,0,2021-05-28T11:52:43.000Z,en,0,80,3.0,
3671845,WEB,0,2021-05-28T12:13:36.000Z,en,0,15,4.0,
3671951,WEB,0,2021-05-28T12:31:37.000Z,en,0,0,,
3671974,WEB,0,2021-05-28T12:35:33.000Z,en,0,3,6.0,
3672968,WEB,0,2021-05-28T15:03:43.000Z,en,0,0,1.0,
3673520,WEB,0,2021-05-28T16:36:13.000Z,en,0,51,4.0,
3673618,WEB,0,2021-05-28T16:50:41.000Z,en,0,27,2.0,
3673796,WEB,0,2021-05-28T17:20:57.000Z,en,0,23,2.0,
3673973,WEB,0,2021-05-28T17:51:30.000Z,en,0,3,2.0,
3676428,WEB,0,2021-05-29T05:52:08.000Z,en,0,52,2.0,
3676804,WEB,0,2021-05-29T07:09:20.000Z,en,0,2,3.0,
3677386,WEB,0,2021-05-29T08:41:41.000Z,en,0,7,2.0,
3679215,WEB,0,2021-05-29T13:35:55.000Z,en,0,0,,
3683659,WEB,0,2021-05-30T08:37:59.000Z,en,0,12,2.0,
3688337,WEB,0,2021-05-31T04:11:33.000Z,en,0,6,2.0,
3689146,WEB,0,2021-05-31T07:59:45.000Z,en,0,0,2.0,
3690101,WEB,0,2021-05-31T11:08:42.000Z,en,0,91,7.0,
3690377,WEB,0,2021-05-31T12:05:42.000Z,en,0,61,3.0,
3691705,WEB,0,2021-05-31T16:02:05.000Z,en,0,60,2.0,
3691769,WEB,0,2021-05-31T16:17:52.000Z,en,0,117,4.0,
3692144,WEB,0,2021-05-31T17:44:20.000Z,en,0,1,2.0,
3692345,WEB,0,2021-05-31T18:40:00.000Z,en,0,3,4.0,
3694032,WEB,0,2021-06-01T05:59:36.000Z,en,0,0,,
3694091,WEB,0,2021-06-01T06:12:12.000Z,en,0,90,3.0,
3699919,WEB,0,2021-06-02T04:22:35.000Z,en,0,48,3.0,
3700182,WEB,0,2021-06-02T05:29:11.000Z,en,0,615,4.0,
3700449,WEB,0,2021-06-02T06:32:02.000Z,en,0,1,2.0,
3700575,WEB,0,2021-06-02T06:58:38.000Z,en,0,23,7.0,
3700631,WEB,0,2021-06-02T07:10:33.000Z,en,0,10,3.0,
3700956,WEB,0,2021-06-02T08:01:15.000Z,en,0,0,2.0,
3700969,WEB,0,2021-06-02T08:03:21.000Z,en,0,28,2.0,
3701035,WEB,0,2021-06-02T08:13:13.000Z,en,0,0,1.0,
3701093,WEB,0,2021-06-02T08:21:20.000Z,en,0,0,3.0,
3701183,WEB,0,2021-06-02T08:39:38.000Z,en,0,22,2.0,
3702792,WEB,0,2021-06-02T13:10:18.000Z,en,0,0,3.0,
3703039,WEB,0,2021-06-02T13:41:36.000Z,en,0,66,4.0,
3706554,WEB,0,2021-06-03T05:16:59.000Z,en,0,4,3.0,
3706575,WEB,0,2021-06-03T05:23:19.000Z,en,0,13,2.0,
3706638,WEB,0,2021-06-03T05:45:11.000Z,en,0,28,5.0,
3706706,WEB,0,2021-06-03T06:04:48.000Z,en,0,40,3.0,
3706809,WEB,0,2021-06-03T06:29:01.000Z,en,0,3,3.0,
3707045,WEB,0,2021-06-03T07:14:39.000Z,en,0,2,2.0,
3707297,WEB,0,2021-06-03T07:54:16.000Z,en,0,36,705874192.0,
3707301,WEB,0,2021-06-03T07:54:50.000Z,en,0,1,3.0,
3707405,WEB,0,2021-06-03T08:15:36.000Z,en,0,0,,
3707591,WEB,0,2021-06-03T08:48:42.000Z,en,0,125,3.0,
3707646,WEB,0,2021-06-03T09:02:48.000Z,en,0,7,2.0,
3707682,WEB,0,2021-06-03T09:09:17.000Z,en,0,1,4.0,
3707710,WEB,0,2021-06-03T09:15:18.000Z,en,0,0,2.0,
3707892,WEB,0,2021-06-03T09:50:25.000Z,en,0,87,5.0,
3708542,WEB,0,2021-06-03T11:44:09.000Z,en,0,0,3.0,
3708566,WEB,0,2021-06-03T11:47:14.000Z,en,0,41,7.0,
3708753,WEB,0,2021-06-03T12:19:40.000Z,en,0,0,4.0,
3708808,WEB,0,2021-06-03T12:30:30.000Z,en,0,0,,
3709218,WEB,0,2021-06-03T13:25:34.000Z,en,0,91,4.0,
3709494,WEB,0,2021-06-03T14:02:05.000Z,en,0,48,4.0,
3712809,WEB,0,2021-06-04T06:14:24.000Z,en,0,107,3.0,
3713043,WEB,0,2021-06-04T07:06:33.000Z,en,0,0,8.0,
3713107,WEB,0,2021-06-04T07:16:39.000Z,en,0,15,4.0,
3713116,WEB,0,2021-06-04T07:18:35.000Z,en,0,0,,
3713171,WEB,0,2021-06-04T07:28:16.000Z,en,0,139,6.0,
3713351,WEB,0,2021-06-04T08:01:28.000Z,en,0,6,6.0,
3713445,WEB,0,2021-06-04T08:15:42.000Z,en,0,3,4.0,
3714151,WEB,0,2021-06-04T10:26:16.000Z,en,0,335,4.0,
3714439,WEB,0,2021-06-04T11:15:26.000Z,en,0,94,6.0,
3714893,WEB,0,2021-06-04T12:32:10.000Z,en,0,27,2.0,
3715164,WEB,0,2021-06-04T13:10:32.000Z,en,0,309,3.0,
3715510,WEB,0,2021-06-04T14:03:55.000Z,en,0,67,3.0,
3715544,WEB,0,2021-06-04T14:10:09.000Z,en,0,47,4.0,
3716517,WEB,0,2021-06-04T17:10:19.000Z,en,0,16,2.0,
3718920,WEB,0,2021-06-05T06:23:30.000Z,en,0,0,,
3718959,WEB,0,2021-06-05T06:32:15.000Z,en,0,0,,
3719686,WEB,0,2021-06-05T08:29:15.000Z,en,0,1,2.0,
3719767,WEB,0,2021-06-05T08:44:58.000Z,en,0,35,2.0,
3719889,WEB,0,2021-06-05T09:09:26.000Z,en,0,1,3.0,
3719919,WEB,0,2021-06-05T09:13:42.000Z,en,0,1,6.0,
3720019,WEB,0,2021-06-05T09:33:37.000Z,en,0,1,2.0,
3720258,WEB,0,2021-06-05T10:16:04.000Z,en,0,0,,
3720474,WEB,0,2021-06-05T10:57:18.000Z,en,0,1,2.0,
3722418,WEB,0,2021-06-05T16:29:30.000Z,en,0,0,,
3722722,WEB,0,2021-06-05T17:34:10.000Z,en,0,1,2.0,
3727340,WEB,0,2021-06-06T13:29:00.000Z,en,0,47,2.0,
3730752,WEB,0,2021-06-07T06:29:01.000Z,en,0,3,4.0,
3730896,WEB,0,2021-06-07T07:04:57.000Z,en,0,62,,
3730992,WEB,0,2021-06-07T07:21:50.000Z,en,0,0,,
3731358,WEB,0,2021-06-07T08:42:53.000Z,en,0,0,,
3731365,WEB,0,2021-06-07T08:43:54.000Z,en,0,0,2.0,
3731851,WEB,0,2021-06-07T10:26:48.000Z,en,0,0,,
3731925,WEB,0,2021-06-07T10:38:12.000Z,en,0,747,5.0,
3732073,WEB,0,2021-06-07T11:08:08.000Z,en,0,2,3.0,
3732388,WEB,0,2021-06-07T12:07:52.000Z,en,0,40,2.0,
3732410,WEB,0,2021-06-07T12:12:05.000Z,en,0,84,2.0,
3732484,WEB,0,2021-06-07T12:27:01.000Z,en,0,3,2.0,
3732633,WEB,0,2021-06-07T12:55:33.000Z,en,0,0,2.0,
3732636,WEB,0,2021-06-07T12:55:38.000Z,en,0,22,3.0,
3732740,WEB,0,2021-06-07T13:10:37.000Z,en,0,8,3.0,
3732935,WEB,0,2021-06-07T13:44:41.000Z,en,0,0,2.0,
3733044,WEB,0,2021-06-07T13:59:53.000Z,en,0,0,3.0,
3733437,WEB,0,2021-06-07T15:20:17.000Z,en,0,43,4.0,
3735640,WEB,0,2021-06-08T04:59:00.000Z,en,0,1,3.0,
3735827,WEB,0,2021-06-08T05:58:50.000Z,en,0,8,4.0,
3735941,WEB,0,2021-06-08T06:28:39.000Z,en,0,42,2.0,
3736132,WEB,0,2021-06-08T07:10:09.000Z,en,0,1,2.0,
3736169,WEB,0,2021-06-08T07:16:38.000Z,en,0,1,2.0,
3736227,WEB,0,2021-06-08T07:25:07.000Z,en,0,1,5.0,
3736254,WEB,0,2021-06-08T07:28:43.000Z,en,0,5,2.0,
3736288,WEB,0,2021-06-08T07:35:49.000Z,en,0,0,3.0,
3736369,WEB,0,2021-06-08T07:51:24.000Z,en,0,0,3.0,
3736398,WEB,0,2021-06-08T07:57:09.000Z,en,0,1,3.0,
3736525,WEB,0,2021-06-08T08:22:52.000Z,en,0,1,3.0,
3736578,WEB,0,2021-06-08T08:37:20.000Z,en,0,165,2.0,
3736771,WEB,0,2021-06-08T09:14:54.000Z,en,0,0,3.0,
3737233,WEB,1,2021-06-08T10:55:04.000Z,en,0,3,5.0,
3737323,WEB,0,2021-06-08T11:12:33.000Z,en,0,4,3.0,
3737399,WEB,0,2021-06-08T11:26:23.000Z,en,0,56,2.0,
3737596,WEB,0,2021-06-08T12:03:42.000Z,en,0,23,2.0,
3737831,WEB,0,2021-06-08T12:41:20.000Z,en,0,1,1.0,
3737981,WEB,0,2021-06-08T13:01:58.000Z,en,0,41,3.0,
3738039,WEB,0,2021-06-08T13:10:15.000Z,en,0,0,2.0,
3738133,WEB,0,2021-06-08T13:24:34.000Z,en,0,16,1.0,
3738410,WEB,0,2021-06-08T14:04:41.000Z,en,0,1,2.0,
3738684,WEB,0,2021-06-08T15:00:02.000Z,en,0,54,7.0,
3738939,WEB,0,2021-06-08T15:57:14.000Z,en,0,3,15.0,
3739123,WEB,0,2021-06-08T16:42:33.000Z,en,0,59,2.0,
3739154,WEB,0,2021-06-08T16:49:05.000Z,en,0,3,3.0,
3739319,WEB,0,2021-06-08T17:29:47.000Z,en,0,22,2.0,
3739370,WEB,0,2021-06-08T17:41:39.000Z,en,0,4,3.0,
3739564,WEB,0,2021-06-08T18:30:38.000Z,en,0,38,2.0,
3741649,WEB,0,2021-06-09T07:30:56.000Z,en,0,0,705874192.0,
3741685,WEB,0,2021-06-09T07:37:24.000Z,en,0,71,2.0,
3741735,WEB,0,2021-06-09T07:48:31.000Z,en,0,0,3.0,
3741824,WEB,0,2021-06-09T08:07:17.000Z,en,0,379,3.0,
3741882,WEB,0,2021-06-09T08:17:41.000Z,en,0,89,7.0,
3741931,WEB,0,2021-06-09T08:29:36.000Z,en,0,62,5.0,
3741933,WEB,0,2021-06-09T08:30:02.000Z,en,0,42,3.0,
3741938,WEB,0,2021-06-09T08:31:11.000Z,en,0,4,5.0,
3742044,WEB,0,2021-06-09T08:51:25.000Z,en,0,26,3.0,
3742205,WEB,0,2021-06-09T09:28:21.000Z,en,0,9,2.0,
3742316,WEB,0,2021-06-09T09:56:33.000Z,en,0,23,4.0,
3743226,WEB,0,2021-06-09T12:51:30.000Z,en,0,1,5.0,
3743284,WEB,0,2021-06-09T13:01:47.000Z,en,0,13,3.0,
3743301,WEB,0,2021-06-09T13:03:52.000Z,en,0,2,3.0,
3743360,WEB,0,2021-06-09T13:12:55.000Z,en,0,0,,
3743574,WEB,0,2021-06-09T13:48:31.000Z,en,0,2,4.0,
3743615,WEB,0,2021-06-09T13:54:26.000Z,en,0,0,2.0,
3744006,WEB,0,2021-06-09T15:14:40.000Z,en,0,8,5.0,
3744010,WEB,0,2021-06-09T15:15:25.000Z,en,0,28,4.0,
3744218,WEB,0,2021-06-09T16:01:03.000Z,en,0,0,3.0,
3744225,WEB,0,2021-06-09T16:02:33.000Z,en,0,0,3.0,
3744340,WEB,0,2021-06-09T16:29:52.000Z,en,0,10,3.0,
3746546,WEB,0,2021-06-10T05:53:58.000Z,en,0,1,2.0,
3746632,WEB,0,2021-06-10T06:15:29.000Z,en,0,0,2.0,
