Order ID,Order Status,Category Name,SKU,Customization Group,Customization Option,Quantity,Unit Price,Cost Price,Total Cost Price,Total Price,Order Total,Sub Total,Tax,Delivery Charge,Tip,Discount,Remaining Balance,Payment Method,Additional Charge,Taxable Amount,Transaction ID,Currency Symbol,Transaction Status,Promo Code,Customer ID,Merchant ID,Description,Distance (in km),Order Time,Pickup Time,Delivery Time,Ratings,Reviews,Merchant Earning,Commission Amount,Commission Payout Status,Order Preparation Time,Debt Amount,Redeemed Loyalty Points,Consumed Loyalty Points,Cancellation Reason,Flat Discount,Checkout Template Name,Checkout Template Value
11262052,ORDERED,Cooking Fat & Oil,KKCO0488,,,1,2210,2125,2125,2210,9545,9545,-,-,-,-,0,CASH,-,-,0,KSh,,,4888249,893555,null,11.78,2022-02-17T13:29:06.000Z,2022-02-17T13:30:06.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11262052,ORDERED,Flour & Sugar,KKFS0302,,,3,1740,1720,5160,5220,9545,9545,-,-,-,-,0,CASH,-,-,0,KSh,,,4888249,893555,null,11.78,2022-02-17T13:29:06.000Z,2022-02-17T13:30:06.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11262052,ORDERED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,9545,9545,-,-,-,-,0,CASH,-,-,0,KSh,,,4888249,893555,null,11.78,2022-02-17T13:29:06.000Z,2022-02-17T13:30:06.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11262052,ORDERED,Cleaning & Hygiene,KKPT0301,,,2,55,49.2,98.4,110,9545,9545,-,-,-,-,0,CASH,-,-,0,KSh,,,4888249,893555,null,11.78,2022-02-17T13:29:06.000Z,2022-02-17T13:30:06.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11262052,ORDERED,Cooking Fat & Oil,KKCO0918,,,1,1940,1900,1900,1940,9545,9545,-,-,-,-,0,CASH,-,-,0,KSh,,,4888249,893555,null,11.78,2022-02-17T13:29:06.000Z,2022-02-17T13:30:06.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11261663,ORDERED,Rice & Cereals,KKGRO239,,,1,2450,2320,2320,2450,11990,11990,-,-,-,-,0,CASH,-,-,0,KSh,,,5188263,893555,Deliver tomorrow morning by 6.00a.m Latest,4.54,2022-02-17T12:59:40.000Z,2022-02-17T13:00:29.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11261663,ORDERED,Flour & Sugar,KKFS0269,,,1,1690,1670,1670,1690,11990,11990,-,-,-,-,0,CASH,-,-,0,KSh,,,5188263,893555,Deliver tomorrow morning by 6.00a.m Latest,4.54,2022-02-17T12:59:40.000Z,2022-02-17T13:00:29.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11261663,ORDERED,Salt & Seasoning,KKSS0002,,,2,65,58,116,130,11990,11990,-,-,-,-,0,CASH,-,-,0,KSh,,,5188263,893555,Deliver tomorrow morning by 6.00a.m Latest,4.54,2022-02-17T12:59:40.000Z,2022-02-17T13:00:29.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11261663,ORDERED,Flour & Sugar,KKFS1050,,,1,6350,6300,6300,6350,11990,11990,-,-,-,-,0,CASH,-,-,0,KSh,,,5188263,893555,Deliver tomorrow morning by 6.00a.m Latest,4.54,2022-02-17T12:59:40.000Z,2022-02-17T13:00:29.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11261663,ORDERED,Flour & Sugar,KKFS2402,,,1,1370,1330,1330,1370,11990,11990,-,-,-,-,0,CASH,-,-,0,KSh,,,5188263,893555,Deliver tomorrow morning by 6.00a.m Latest,4.54,2022-02-17T12:59:40.000Z,2022-02-17T13:00:29.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11261381,ORDERED,Flour & Sugar,KKFS0269,,,2,1690,1670,3340,3380,6730,6730,-,-,-,-,0,CASH,-,-,0,KSh,,,5188161,893555,Deliver early by 6AM,4.53,2022-02-17T12:34:57.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11261381,ORDERED,Cooking Fat & Oil,KKCO0918,,,1,1940,1900,1900,1940,6730,6730,-,-,-,-,0,CASH,-,-,0,KSh,,,5188161,893555,Deliver early by 6AM,4.53,2022-02-17T12:34:57.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11261381,ORDERED,Flour & Sugar,KKFS0102,,,1,1410,1370,1370,1410,6730,6730,-,-,-,-,0,CASH,-,-,0,KSh,,,5188161,893555,Deliver early by 6AM,4.53,2022-02-17T12:34:57.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11261311,ORDERED,Cooking Fat & Oil,KKCO0487,,,5,4400,4250,21250,22000,21755,22000,-,-,-,-,0,CASH,-,-,0,KSh,,,4069172,893555,null,21.28,2022-02-17T12:29:59.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,245,-,,0,-,-
11261239,ORDERED,Cooking Fat & Oil,KKCO0487,,,1,4400,4250,4250,4400,4700,4755,-,-,-,-,0,CASH,-,-,0,KSh,,,3647723,893555,null,12.58,2022-02-17T12:24:08.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,55,-,,0,-,-
11261239,ORDERED,Cleaning & Hygiene,KKPT0108,,,2,150,140,280,300,4700,4755,-,-,-,-,0,CASH,-,-,0,KSh,,,3647723,893555,null,12.58,2022-02-17T12:24:08.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,55,-,,0,-,-
11261239,ORDERED,Cleaning & Hygiene,KKPT0301,,,1,55,49.2,49.2,55,4700,4755,-,-,-,-,0,CASH,-,-,0,KSh,,,3647723,893555,null,12.58,2022-02-17T12:24:08.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,55,-,,0,-,-
11261045,ORDERED,Cooking Fat & Oil,KKCO0918,,,1,1940,1900,1900,1940,2155,2155,-,-,-,-,0,CASH,-,-,0,KSh,,,5188032,893555,Deliver tomorrow morning by 7.00a.m,4.54,2022-02-17T12:07:28.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11261045,ORDERED,Cleaning & Hygiene,KKPT0108,,,1,150,140,140,150,2155,2155,-,-,-,-,0,CASH,-,-,0,KSh,,,5188032,893555,Deliver tomorrow morning by 7.00a.m,4.54,2022-02-17T12:07:28.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11261045,ORDERED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,2155,2155,-,-,-,-,0,CASH,-,-,0,KSh,,,5188032,893555,Deliver tomorrow morning by 7.00a.m,4.54,2022-02-17T12:07:28.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260769,ORDERED,Cooking Fat & Oil,KKCFO1420,,,1,2158,2125,2125,2158,2158,2158,-,-,-,-,0,CASH,-,-,0,KSh,,,3942584,893555,null,14.3,2022-02-17T11:44:39.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Meat & Fish,KKMFV3201,,,1,430,380,380,430,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Fruits & Vegetables,KKVE0101,,,3,70,60,180,210,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Fruits & Vegetables,KKVE0301,,,3,65,50,150,195,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Fruits & Vegetables,KKMFV1201,,,1,160,120,120,160,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Fruits & Vegetables,KKMFV1301,,,1,130,90,90,130,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Fruits & Vegetables,KKMFV1601,,,2,30,20,40,60,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Fruits & Vegetables,KKMFV2001,,,2,60,80,160,120,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Fruits & Vegetables,KKMFV4001,,,1,140,100,100,140,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Fruits & Vegetables,KKMFV4011,,,1,35,25,25,35,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Fruits & Vegetables,KKMFV5211,,,2,40,30,60,80,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Cleaning & Hygiene,KKPT280100,,,1,180,130,130,180,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Spreads,KKSP0101,,,1,450,375,375,450,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Salt & Seasoning,KKSS2510,,,2,60,52.63,105.26,120,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11260641,ORDERED,Salt & Seasoning,KKSS1205,,,1,300,270,270,300,2662.2,2610,-,-,-,-,0,Pay Later,-,-,0,KSh,,,5181908,893555,,7.36,2022-02-17T11:33:42.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11258031,ORDERED,Cooking Fat & Oil,KKCFO1420,,,8,2158,2125,17000,17264,17264,17264,-,-,-,-,0,CASH,-,-,0,KSh,,,4125968,893555,null,20.09,2022-02-17T06:56:43.000Z,2022-02-17T13:00:00.000Z,2022-02-18T08:00:00.000Z,,,,,,0,-,-,-,,0,-,-
11254982,COMPLETED,Cooking Fat & Oil,KKCO0487,,,1,4400,4250,4250,4400,7700,7765,-,-,-,-,0,CASH,-,-,0,KSh,,,4133955,893555,Kindly deliver at 7am,14.41,2022-02-16T23:16:32.000Z,2022-02-16T23:17:32.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,65,77,,0,-,-
11254982,COMPLETED,Flour & Sugar,KKFS0401,,,1,25,21.11,21.11,25,7700,7765,-,-,-,-,0,CASH,-,-,0,KSh,,,4133955,893555,Kindly deliver at 7am,14.41,2022-02-16T23:16:32.000Z,2022-02-16T23:17:32.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,65,77,,0,-,-
11254982,COMPLETED,Flour & Sugar,KKFS0222,,,2,1670,1630,3260,3340,7700,7765,-,-,-,-,0,CASH,-,-,0,KSh,,,4133955,893555,Kindly deliver at 7am,14.41,2022-02-16T23:16:32.000Z,2022-02-16T23:17:32.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,65,77,,0,-,-
11254731,COMPLETED,Cooking Fat & Oil,KKCFO1420,,,1,2158,2125,2125,2158,4098,4098,-,-,-,-,0,CASH,-,-,0,KSh,,,5153640,893555,null,153.42,2022-02-16T22:49:29.000Z,2022-02-16T22:50:17.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,-,40,,0,-,-
11254731,COMPLETED,Cooking Fat & Oil,KKCO0918,,,1,1940,1900,1900,1940,4098,4098,-,-,-,-,0,CASH,-,-,0,KSh,,,5153640,893555,null,153.42,2022-02-16T22:49:29.000Z,2022-02-16T22:50:17.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,-,40,,0,-,-
11254709,COMPLETED,Flour & Sugar,KKFS02350,,,1,3400,3200,3200,3400,3260,3400,-,-,-,-,0,CASH,-,-,0,KSh,,,3906530,893555,null,21.03,2022-02-16T22:46:48.000Z,2022-02-16T22:47:48.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,140,34,,0,-,-
11254701,COMPLETED,Flour & Sugar,KKFS0302,,,1,1740,1720,1720,1740,2003,2003,-,-,-,-,0,CASH,-,-,0,KSh,,,4250080,893555,null,7.58,2022-02-16T22:45:53.000Z,2022-02-16T22:46:41.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,-,20,,0,-,-
11254701,COMPLETED,Flour & Sugar,KKFS0702,,,1,263,247,247,263,2003,2003,-,-,-,-,0,CASH,-,-,0,KSh,,,4250080,893555,null,7.58,2022-02-16T22:45:53.000Z,2022-02-16T22:46:41.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,-,20,,0,-,-
11254632,COMPLETED,Cooking Fat & Oil,KKCO0488,,,1,2210,2125,2125,2210,2700,2800,-,-,-,-,0,CASH,-,-,0,KSh,,,3648607,893555,Deliver tomorrow morning by 7.00a.m,5.03,2022-02-16T22:38:32.000Z,2022-02-16T22:39:32.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,100,28,,0,-,-
11254632,COMPLETED,Packaging,KKPT0610,,,2,150,132.13,264.26,300,2700,2800,-,-,-,-,0,CASH,-,-,0,KSh,,,3648607,893555,Deliver tomorrow morning by 7.00a.m,5.03,2022-02-16T22:38:32.000Z,2022-02-16T22:39:32.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,100,28,,0,-,-
11254632,COMPLETED,Fruits & Vegetables,KKMFV01,,,2,80,70,140,160,2700,2800,-,-,-,-,0,CASH,-,-,0,KSh,,,3648607,893555,Deliver tomorrow morning by 7.00a.m,5.03,2022-02-16T22:38:32.000Z,2022-02-16T22:39:32.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,100,28,,0,-,-
11254632,COMPLETED,Fruits & Vegetables,KKMFV1301,,,1,130,90,90,130,2700,2800,-,-,-,-,0,CASH,-,-,0,KSh,,,3648607,893555,Deliver tomorrow morning by 7.00a.m,5.03,2022-02-16T22:38:32.000Z,2022-02-16T22:39:32.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,100,28,,0,-,-
11254603,COMPLETED,Cooking Fat & Oil,KKCFO1420,,,4,2158,2125,8500,8632,11700,11782,-,-,-,-,0,CASH,-,-,0,KSh,,,5175046,893555,null,6.28,2022-02-16T22:35:44.000Z,2022-02-16T22:36:32.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,82,117,,0,-,-
11254603,COMPLETED,Flour & Sugar,KKFS0302,,,1,1740,1720,1720,1740,11700,11782,-,-,-,-,0,CASH,-,-,0,KSh,,,5175046,893555,null,6.28,2022-02-16T22:35:44.000Z,2022-02-16T22:36:32.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,82,117,,0,-,-
11254603,COMPLETED,Flour & Sugar,KKFS0102,,,1,1410,1370,1370,1410,11700,11782,-,-,-,-,0,CASH,-,-,0,KSh,,,5175046,893555,null,6.28,2022-02-16T22:35:44.000Z,2022-02-16T22:36:32.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,82,117,,0,-,-
11254587,COMPLETED,Salt & Seasoning,KKSS1016,,,4,230,203,812,920,5220,5320,-,-,-,-,0,CASH,-,-,0,KSh,,,4083504,893555,,9.82,2022-02-16T22:33:53.000Z,2022-02-16T22:31:25.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,100,53,,0,-,-
11254587,COMPLETED,Cooking Fat & Oil,KKCO0487,,,1,4400,4250,4250,4400,5220,5320,-,-,-,-,0,CASH,-,-,0,KSh,,,4083504,893555,,9.82,2022-02-16T22:33:53.000Z,2022-02-16T22:31:25.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,100,53,,0,-,-
11254516,COMPLETED,Flour & Sugar,KKFS0104,,,2,1720,1680,3360,3440,8550,8692,-,-,-,-,0,CASH,-,-,0,KSh,,,4026966,893555,Please deliver at 6 am,8.49,2022-02-16T22:26:48.000Z,2022-02-16T22:27:48.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,142,86,,0,-,-
11254516,COMPLETED,Flour & Sugar,KKFS0401,,,12,25,21.11,253.32,300,8550,8692,-,-,-,-,0,CASH,-,-,0,KSh,,,4026966,893555,Please deliver at 6 am,8.49,2022-02-16T22:26:48.000Z,2022-02-16T22:27:48.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,142,86,,0,-,-
11254516,COMPLETED,Flour & Sugar,KKFS0269,,,1,1690,1670,1670,1690,8550,8692,-,-,-,-,0,CASH,-,-,0,KSh,,,4026966,893555,Please deliver at 6 am,8.49,2022-02-16T22:26:48.000Z,2022-02-16T22:27:48.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,142,86,,0,-,-
11254516,COMPLETED,Flour & Sugar,KKFS0702,,,4,263,247,988,1052,8550,8692,-,-,-,-,0,CASH,-,-,0,KSh,,,4026966,893555,Please deliver at 6 am,8.49,2022-02-16T22:26:48.000Z,2022-02-16T22:27:48.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,142,86,,0,-,-
11254516,COMPLETED,Cooking Fat & Oil,KKCO0488,,,1,2210,2125,2125,2210,8550,8692,-,-,-,-,0,CASH,-,-,0,KSh,,,4026966,893555,Please deliver at 6 am,8.49,2022-02-16T22:26:48.000Z,2022-02-16T22:27:48.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,142,86,,0,-,-
11254478,COMPLETED,Flour & Sugar,KKFS0222,,,2,1670,1630,3260,3340,8100,8145,-,-,-,-,0,CASH,-,-,0,KSh,,,4599718,893555,Delivery by 6.00am in the morning,3.74,2022-02-16T22:23:11.000Z,2022-02-16T22:20:43.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,45,81,,0,-,-
11254478,COMPLETED,Flour & Sugar,KKFS2402,,,2,1370,1330,2660,2740,8100,8145,-,-,-,-,0,CASH,-,-,0,KSh,,,4599718,893555,Delivery by 6.00am in the morning,3.74,2022-02-16T22:23:11.000Z,2022-02-16T22:20:43.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,45,81,,0,-,-
11254478,COMPLETED,Cooking Fat & Oil,KKCO0810,,,1,2000,1960,1960,2000,8100,8145,-,-,-,-,0,CASH,-,-,0,KSh,,,4599718,893555,Delivery by 6.00am in the morning,3.74,2022-02-16T22:23:11.000Z,2022-02-16T22:20:43.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,45,81,,0,-,-
11254478,COMPLETED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,8100,8145,-,-,-,-,0,CASH,-,-,0,KSh,,,4599718,893555,Delivery by 6.00am in the morning,3.74,2022-02-16T22:23:11.000Z,2022-02-16T22:20:43.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,45,81,,0,-,-
11254459,COMPLETED,Flour & Sugar,KKFS2402,,,3,1370,1330,3990,4110,8535,8735,-,-,-,-,0,CASH,-,-,0,KSh,,,4590786,893555,Delivery by 6.00am in the morning,4.47,2022-02-16T22:20:29.000Z,2022-02-16T22:21:17.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,200,87,,0,-,-
11254459,COMPLETED,Rice & Cereals,KKGRO239,,,1,2450,2320,2320,2450,8535,8735,-,-,-,-,0,CASH,-,-,0,KSh,,,4590786,893555,Delivery by 6.00am in the morning,4.47,2022-02-16T22:20:29.000Z,2022-02-16T22:21:17.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,200,87,,0,-,-
11254459,COMPLETED,Cooking Fat & Oil,KKCO0810,,,1,2000,1960,1960,2000,8535,8735,-,-,-,-,0,CASH,-,-,0,KSh,,,4590786,893555,Delivery by 6.00am in the morning,4.47,2022-02-16T22:20:29.000Z,2022-02-16T22:21:17.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,200,87,,0,-,-
11254459,COMPLETED,Cleaning & Hygiene,KKPT0301,,,2,55,49.2,98.4,110,8535,8735,-,-,-,-,0,CASH,-,-,0,KSh,,,4590786,893555,Delivery by 6.00am in the morning,4.47,2022-02-16T22:20:29.000Z,2022-02-16T22:21:17.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,200,87,,0,-,-
11254459,COMPLETED,Salt & Seasoning,KKSS0002,,,1,65,58,58,65,8535,8735,-,-,-,-,0,CASH,-,-,0,KSh,,,4590786,893555,Delivery by 6.00am in the morning,4.47,2022-02-16T22:20:29.000Z,2022-02-16T22:21:17.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,200,87,,0,-,-
11254441,COMPLETED,Meat & Fish,KKMFV0303,,,5,560,480,2400,2800,11452,11538,-,-,-,-,0,CASH,-,-,0,KSh,,,3636098,893555,,6.96,2022-02-16T22:19:01.000Z,2022-02-16T22:19:49.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,86,115,,0,-,-
11254441,COMPLETED,Cooking Fat & Oil,KKCO0487,,,1,4400,4250,4250,4400,11452,11538,-,-,-,-,0,CASH,-,-,0,KSh,,,3636098,893555,,6.96,2022-02-16T22:19:01.000Z,2022-02-16T22:19:49.000Z,2022-02-17T08:00:00.000Z,,,,,,0,-,86,115,,0,-,-
